objectid,parentid,title,creator,film,source,date,description,subject,timestamp,angle,distance,location,movement,lighting,composition,duration,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
punc-03746,,PUNC-03746,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:37:46,low,medium shot,interior,mobile; handheld; tilt,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03746/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03746/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03746/tiles/full/300,169/0/default.jpg",A man stands in a room while a woman stands in the doorway behind him.,
punc-03752,,PUNC-03752,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:37:52,low,medium shot,interior,mobile; handheld,,dirty single,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03752/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03752/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03752/tiles/full/300,169/0/default.jpg",A woman stands in a doorway.,
punc-03755,,PUNC-03755,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:37:55,high,medium shot,interior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03755/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03755/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03755/tiles/full/300,169/0/default.jpg",A man sits at his desk.,
punc-03803,,PUNC-03803,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:38:03,low,medium shot,interior,fixed,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03803/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03803/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03803/tiles/full/300,169/0/default.jpg",A man and woman stand in a doorway.,
punc-03806,,PUNC-03806,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:38:06,high,medium shot,interior,mobile; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03806/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03806/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03806/tiles/full/300,169/0/default.jpg",A man answers a phone.,
punc-03808,,PUNC-03808,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:38:08,low,medium shot,interior,mobile; pan,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03808/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03808/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03808/tiles/full/300,169/0/default.jpg",A man talks on a phone.,
punc-03816,,PUNC-03816,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:38:16,low,medium shot,interior,mobile; pan; tracking,,dirty single,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03816/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03816/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03816/tiles/full/300,169/0/default.jpg",A woman sits down across from a man.,
punc-03817,,PUNC-03817,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:38:17,eye-level,medium shot,interior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03817/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03817/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03817/tiles/full/300,169/0/default.jpg",A man sits at his desk.,
punc-03821,,PUNC-03821,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:38:21,low,medium shot,interior,mobile; handheld,,dirty single,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03821/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03821/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03821/tiles/full/300,169/0/default.jpg",A woman speaks to a man.,
punc-03829,,PUNC-03829,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:38:29,low,medium shot,interior,fixed,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03829/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03829/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03829/tiles/full/300,169/0/default.jpg",A man speaks to a woman over his desk.,
punc-03835,,PUNC-03835,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:38:35,low,medium shot,interior,fixed,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03835/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03835/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03835/tiles/full/300,169/0/default.jpg",A woman looks over her shoulder offscreen while a man follows her gaze.,
punc-03842,,PUNC-03842,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:38:42,low,medium shot,interior,mobile; pan,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03842/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03842/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03842/tiles/full/300,169/0/default.jpg",A woman stares out a window to a forklift while a man sits across from her.,
punc-03843,,PUNC-03843,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:38:43,eye-level,close-up,interior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03843/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03843/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03843/tiles/full/300,169/0/default.jpg",A woman looks to the side of her in astonishment.,
punc-03844,,PUNC-03844,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:38:44,eye-level,close-up,interior,mobile; handheld,,dirty single,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03844/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03844/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03844/tiles/full/300,169/0/default.jpg",A man looks at a woman.,
punc-03851,,PUNC-03851,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:38:51,low,plan américain,interior,mobile; handheld,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03851/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03851/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03851/tiles/full/300,169/0/default.jpg",A man and a woman look at something offscreen.,
punc-03854,,PUNC-03854,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:38:54,low,close-up,interior,fixed,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03854/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03854/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03854/tiles/full/300,169/0/default.jpg",A man knocks on a glass window.,
punc-03900,,PUNC-03900,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:39:00,low,plan américain,interior,mobile; tracking,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03900/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03900/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03900/tiles/full/300,169/0/default.jpg",A man and a woman stand talking across a desk.,
punc-03916,,PUNC-03916,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:39:16,eye-level,close-up,interior,fixed,,dirty single,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03916/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03916/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03916/tiles/full/300,169/0/default.jpg",A woman speaks to a man.,
punc-03923,,PUNC-03923,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:39:23,eye-level,close-up,interior,fixed,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03923/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03923/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03923/tiles/full/300,169/0/default.jpg",A man speaks to a woman.,
punc-03931,,PUNC-03931,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:39:31,eye-level,close-up,interior,fixed,,three shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03931/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03931/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03931/tiles/full/300,169/0/default.jpg",A woman speaks to a man as another woman approaches the two from behind.,
punc-03933,,PUNC-03933,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:39:33,eye-level,medium shot,interior,mobile; pan; tracking,,three shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03933/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03933/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03933/tiles/full/300,169/0/default.jpg",A group of people talk to each other in an office.,
punc-03939,,PUNC-03939,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:39:39,eye-level,medium shot,interior,mobile; pan; tracking,,group shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03939/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03939/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03939/tiles/full/300,169/0/default.jpg",A group of people stand in a room while another group of people cause a commotion on the other side of the windows.,
punc-03949,,PUNC-03949,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:39:49,eye-level,medium shot,interior,mobile; pan; tracking,,three shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03949/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03949/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03949/tiles/full/300,169/0/default.jpg",Two women exist an office.,
punc-03957,,PUNC-03957,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:39:57,eye-level,medium shot,interior,mobile; pan; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03957/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03957/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03957/tiles/full/300,169/0/default.jpg",A man grips a harmonium.,
punc-03959,,PUNC-03959,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:39:59,eye-level,medium shot,interior,mobile; tracking,,two shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-03959/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-03959/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-03959/tiles/full/300,169/0/default.jpg",Two women walk out of a warehouse.,
punc-04021,,PUNC-04021,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:40:21,eye-level,medium shot,interior,mobile; pan; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-04021/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-04021/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-04021/tiles/full/300,169/0/default.jpg",A woman unlocks her car door.,
punc-04025,,PUNC-04025,Paul Thomas Anderson,Punch-Drunk Love,"Director-approved Blu-ray special edition. New York, New York: The Criterion Collection, 2016.",,,,0:40:25,eye-level,medium shot,interior,mobile; tracking,,single shot,,,Image;IIIF,,,"This screenshot, captured from a film that is under copyright, is made available on this website under fair use for scholarly purposes.",http://rightsstatements.org/vocab/InC/1.0/,iiif-image,https://digbmc.github.io/pta-manifests/punc/punc-04025/manifest.json,"https://digitalscholarship.brynmawr.edu/pta/punc/punc-04025/tiles/full/1920,1080/0/default.jpg","https://digitalscholarship.brynmawr.edu/pta/punc/punc-04025/tiles/full/300,169/0/default.jpg",A woman walks into a warehouse.,
